텍스트 입력,언어 선택,생성된 오디오,상태 메시지,timestamp
반갑습니당,ko,.gradio\flagged\생성된 오디오\2e67c24fdc7d734dc283\tmprd9uuyah.mp3,변환이 완료되었습니다. 아래에서 재생 또는 다운로드할 수 있습니다.,2026-04-14 15:15:32.849291
